County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"DeSoto County, Mississippi",    Households,"64,424",3.90%,2.30%,7.70%,8.50%,12.90%,18.20%,16.50%,17.90%,7.70%,4.40%,"69,990","83,917",,36.50%,(X),(X)
"DeSoto County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"DeSoto County, Mississippi",    Families,"47,566",2.80%,1.80%,5.20%,7.10%,11.70%,18.60%,17.20%,20.50%,9.80%,5.40%,"79,725","92,974",,(X),37.10%,(X)
"DeSoto County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"DeSoto County, Mississippi",    Married-couple families,"34,501",1.10%,0.90%,3.30%,4.60%,9.20%,18.20%,18.20%,25.70%,12.50%,6.10%,"92,486","105,594",,(X),(X),(X)
"DeSoto County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"DeSoto County, Mississippi",    Nonfamily households,"16,858",8.20%,4.50%,15.20%,14.80%,17.10%,16.30%,12.70%,8.30%,1.60%,1.30%,"41,862","53,728",,(X),(X),33.60%
"DeSoto County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Forrest County, Mississippi","Forrest County, Mississippi",,,,,,,,,,,,,,,,,
"Forrest County, Mississippi",    Households,"28,116",9.50%,9.10%,14.30%,9.90%,14.90%,18.70%,8.00%,10.20%,3.00%,2.40%,"42,298","59,330",,34.60%,(X),(X)
"Forrest County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Forrest County, Mississippi",    Families,"17,552",6.60%,5.00%,12.40%,8.10%,15.50%,19.60%,10.80%,14.30%,4.70%,3.10%,"51,933","71,914",,(X),36.90%,(X)
"Forrest County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Forrest County, Mississippi",    Married-couple families,"10,992",1.40%,2.60%,7.00%,5.60%,15.20%,22.40%,14.50%,20.00%,7.30%,4.10%,"70,757","89,179",,(X),(X),(X)
"Forrest County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Forrest County, Mississippi",    Nonfamily households,"10,564",18.10%,16.30%,15.60%,13.40%,14.70%,14.30%,3.30%,2.90%,0.30%,1.20%,"24,961","36,234",,(X),(X),27.80%
"Forrest County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Mississippi","Franklin County, Mississippi",,,,,,,,,,,,,,,,,
"Franklin County, Mississippi",    Households,"3,031",9.90%,9.70%,16.90%,8.90%,20.80%,14.40%,5.70%,7.90%,3.40%,2.40%,"39,066","51,322",,47.90%,(X),(X)
"Franklin County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Mississippi",    Families,"2,236",7.70%,6.90%,15.00%,8.90%,23.50%,14.50%,6.50%,9.80%,4.60%,2.70%,"43,566","56,986",,(X),47.00%,(X)
"Franklin County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Mississippi",    Married-couple families,"1,543",2.10%,3.20%,11.90%,10.40%,22.50%,16.10%,9.40%,13.70%,6.70%,4.00%,"49,625",N,,(X),(X),(X)
"Franklin County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Mississippi",    Nonfamily households,795,19.60%,17.90%,19.40%,8.60%,13.70%,13.30%,3.50%,2.40%,0.00%,1.60%,"17,221","34,135",,(X),(X),45.90%
"Franklin County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"George County, Mississippi","George County, Mississippi",,,,,,,,,,,,,,,,,
"George County, Mississippi",    Households,"8,085",10.50%,4.90%,12.40%,10.00%,13.40%,22.80%,11.20%,9.30%,2.40%,3.10%,"47,044","62,584",,40.40%,(X),(X)
"George County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"George County, Mississippi",    Families,"5,899",5.80%,3.30%,7.90%,10.30%,14.20%,26.50%,14.30%,11.20%,3.00%,3.60%,"56,974","68,239",,(X),39.60%,(X)
"George County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"George County, Mississippi",    Married-couple families,"4,617",2.60%,3.20%,5.20%,11.20%,11.50%,27.20%,16.90%,14.10%,3.60%,4.50%,"61,359",N,,(X),(X),(X)
"George County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"George County, Mississippi",    Nonfamily households,"2,186",23.60%,9.20%,24.70%,10.30%,11.30%,11.70%,2.20%,4.10%,1.00%,1.90%,"21,522","46,094",,(X),(X),41.50%
"George County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Greene County, Mississippi","Greene County, Mississippi",,,,,,,,,,,,,,,,,
"Greene County, Mississippi",    Households,"3,825",9.70%,4.80%,13.90%,10.70%,15.30%,15.50%,12.90%,10.50%,3.50%,3.10%,"47,033","60,750",,31.50%,(X),(X)
"Greene County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Greene County, Mississippi",    Families,"2,548",11.10%,0.60%,4.40%,11.80%,15.10%,16.80%,14.60%,17.00%,3.90%,4.70%,"60,518","73,870",,(X),31.30%,(X)
"Greene County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Greene County, Mississippi",    Married-couple families,"1,995",2.20%,0.00%,2.70%,12.50%,15.80%,17.50%,18.60%,19.60%,5.00%,6.00%,"72,589",N,,(X),(X),(X)
"Greene County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Greene County, Mississippi",    Nonfamily households,"1,277",12.40%,8.10%,32.60%,8.90%,15.80%,13.00%,9.20%,0.00%,0.00%,0.00%,"23,448","33,206",,(X),(X),26.40%
"Greene County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Grenada County, Mississippi","Grenada County, Mississippi",,,,,,,,,,,,,,,,,
"Grenada County, Mississippi",    Households,"8,476",12.00%,7.00%,12.90%,13.00%,14.90%,15.80%,7.00%,11.20%,2.80%,3.30%,"39,952","60,362",,39.10%,(X),(X)
"Grenada County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Grenada County, Mississippi",    Families,"5,278",10.60%,1.50%,9.70%,11.90%,14.30%,16.60%,9.80%,16.90%,3.50%,5.20%,"52,702","75,981",,(X),38.20%,(X)
"Grenada County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Grenada County, Mississippi",    Married-couple families,"3,217",8.40%,0.00%,4.40%,4.00%,12.60%,20.00%,14.50%,21.90%,5.70%,8.50%,"75,774",N,,(X),(X),(X)
"Grenada County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Grenada County, Mississippi",    Nonfamily households,"3,198",17.00%,16.30%,16.30%,17.30%,16.80%,11.20%,2.40%,0.80%,1.80%,0.30%,"25,132","31,987",,(X),(X),37.60%
"Grenada County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Hancock County, Mississippi","Hancock County, Mississippi",,,,,,,,,,,,,,,,,
"Hancock County, Mississippi",    Households,"21,494",5.40%,5.30%,12.30%,10.20%,13.20%,16.50%,11.20%,16.60%,4.00%,5.30%,"54,860","76,302",,37.60%,(X),(X)
"Hancock County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Hancock County, Mississippi",    Families,"14,965",5.50%,1.80%,9.60%,9.20%,11.30%,16.10%,13.80%,21.20%,5.50%,5.80%,"67,247","83,081",,(X),38.20%,(X)
"Hancock County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Hancock County, Mississippi",    Married-couple families,"10,518",1.00%,0.50%,6.40%,5.40%,8.00%,18.60%,16.40%,28.60%,7.00%,8.10%,"88,951",N,,(X),(X),(X)
"Hancock County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Hancock County, Mississippi",    Nonfamily households,"6,529",7.50%,11.90%,18.30%,15.80%,17.90%,13.80%,4.30%,5.60%,0.60%,4.30%,"31,411","57,938",,(X),(X),35.40%
"Hancock County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Harrison County, Mississippi","Harrison County, Mississippi",,,,,,,,,,,,,,,,,
"Harrison County, Mississippi",    Households,"80,097",7.50%,5.50%,11.90%,11.40%,14.90%,18.00%,11.30%,12.60%,3.90%,2.90%,"48,547","65,483",,36.20%,(X),(X)
"Harrison County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Harrison County, Mississippi",    Families,"52,766",6.20%,3.30%,9.00%,9.50%,13.40%,19.10%,13.90%,16.70%,5.10%,3.80%,"59,613","75,564",,(X),37.20%,(X)
"Harrison County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Harrison County, Mississippi",    Married-couple families,"35,499",1.50%,1.40%,4.20%,6.90%,11.30%,22.20%,17.30%,22.60%,7.40%,5.30%,"77,644","92,857",,(X),(X),(X)
"Harrison County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Harrison County, Mississippi",    Nonfamily households,"27,331",11.50%,10.60%,18.70%,14.60%,17.50%,14.80%,5.90%,4.20%,1.40%,0.90%,"30,875","43,343",,(X),(X),33.20%
"Harrison County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Hinds County, Mississippi","Hinds County, Mississippi",,,,,,,,,,,,,,,,,
"Hinds County, Mississippi",    Households,"88,832",8.60%,6.30%,13.00%,11.90%,14.30%,18.50%,11.20%,10.00%,3.30%,3.00%,"45,380","61,997",,38.40%,(X),(X)
"Hinds County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Hinds County, Mississippi",    Families,"54,762",5.90%,4.00%,10.40%,10.20%,13.50%,19.30%,14.60%,13.70%,4.70%,3.90%,"57,625","73,896",,(X),42.20%,(X)
"Hinds County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Hinds County, Mississippi",    Married-couple families,"30,358",1.40%,1.50%,4.20%,6.90%,11.40%,20.00%,19.60%,20.80%,7.90%,6.40%,"80,169","97,535",,(X),(X),(X)
"Hinds County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Hinds County, Mississippi",    Nonfamily households,"34,070",13.80%,11.00%,18.30%,15.40%,14.40%,16.10%,5.40%,3.50%,0.80%,1.30%,"29,216","40,318",,(X),(X),31.00%
"Hinds County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Holmes County, Mississippi","Holmes County, Mississippi",,,,,,,,,,,,,,,,,
"Holmes County, Mississippi",    Households,"6,358",24.40%,8.50%,18.60%,9.70%,14.20%,12.10%,6.60%,3.60%,0.90%,1.30%,"24,074","39,728",,45.10%,(X),(X)
"Holmes County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Holmes County, Mississippi",    Families,"3,792",16.70%,6.10%,17.20%,12.80%,19.90%,11.40%,7.90%,5.10%,1.60%,1.10%,"31,697","45,617",,(X),47.30%,(X)
"Holmes County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Holmes County, Mississippi",    Married-couple families,"1,661",5.70%,2.70%,9.80%,11.40%,20.10%,18.70%,15.80%,9.80%,3.70%,2.30%,"50,458",N,,(X),(X),(X)
"Holmes County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Holmes County, Mississippi",    Nonfamily households,"2,566",36.40%,12.40%,21.30%,5.10%,5.70%,12.00%,4.40%,1.40%,0.10%,1.30%,"15,881","29,585",,(X),(X),40.20%
"Holmes County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Humphreys County, Mississippi","Humphreys County, Mississippi",,,,,,,,,,,,,,,,,
"Humphreys County, Mississippi",    Households,"3,197",14.70%,10.20%,20.90%,13.50%,13.00%,8.50%,7.60%,6.90%,1.00%,3.70%,"28,628","62,625",,40.90%,(X),(X)
"Humphreys County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Humphreys County, Mississippi",    Families,"2,127",10.40%,6.30%,21.30%,16.50%,12.50%,10.90%,9.90%,8.80%,1.00%,2.50%,"31,624","54,070",,(X),43.40%,(X)
"Humphreys County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Humphreys County, Mississippi",    Married-couple families,810,4.80%,0.50%,4.80%,13.80%,16.30%,13.80%,18.40%,19.40%,2.20%,5.90%,"69,097",N,,(X),(X),(X)
"Humphreys County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Humphreys County, Mississippi",    Nonfamily households,"1,070",23.10%,17.90%,21.90%,13.00%,8.80%,4.30%,1.30%,2.70%,0.90%,6.10%,"17,308","77,157",,(X),(X),31.10%
"Humphreys County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Issaquena County, Mississippi","Issaquena County, Mississippi",,,,,,,,,,,,,,,,,
"Issaquena County, Mississippi",    Households,462,18.20%,15.60%,15.40%,2.60%,4.80%,26.60%,10.20%,4.10%,0.60%,1.90%,"28,333","53,782",,31.00%,(X),(X)
"Issaquena County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Issaquena County, Mississippi",    Families,242,15.30%,0.00%,9.90%,0.00%,9.10%,41.30%,14.50%,6.20%,0.00%,3.70%,"54,479","78,116",,(X),38.80%,(X)
"Issaquena County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Issaquena County, Mississippi",    Married-couple families,181,7.20%,0.00%,8.80%,0.00%,7.20%,53.00%,10.50%,8.30%,0.00%,5.00%,"55,069",N,,(X),(X),(X)
"Issaquena County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Issaquena County, Mississippi",    Nonfamily households,220,21.40%,32.70%,23.20%,3.60%,0.00%,10.50%,5.50%,1.80%,1.40%,0.00%,"14,575","26,845",,(X),(X),22.30%
"Issaquena County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Itawamba County, Mississippi","Itawamba County, Mississippi",,,,,,,,,,,,,,,,,
"Itawamba County, Mississippi",    Households,"8,525",5.20%,5.50%,11.70%,13.10%,16.90%,17.70%,14.50%,11.30%,2.40%,1.70%,"47,649","67,059",,45.10%,(X),(X)
"Itawamba County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Itawamba County, Mississippi",    Families,"5,997",2.10%,3.20%,8.30%,13.20%,17.50%,18.70%,18.40%,14.50%,3.30%,0.90%,"55,990","68,222",,(X),42.50%,(X)
"Itawamba County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Itawamba County, Mississippi",    Married-couple families,"4,467",1.00%,1.20%,5.80%,8.80%,15.80%,19.30%,24.10%,18.80%,4.30%,0.80%,"73,175",N,,(X),(X),(X)
"Itawamba County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Itawamba County, Mississippi",    Nonfamily households,"2,528",14.40%,12.30%,19.80%,16.90%,13.80%,11.20%,5.60%,2.20%,0.30%,3.50%,"28,214","60,538",,(X),(X),47.90%
"Itawamba County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jackson County, Mississippi","Jackson County, Mississippi",,,,,,,,,,,,,,,,,
"Jackson County, Mississippi",    Households,"53,878",7.40%,6.10%,10.40%,9.20%,13.10%,19.20%,14.10%,11.60%,4.60%,4.20%,"53,726","71,026",,36.60%,(X),(X)
"Jackson County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jackson County, Mississippi",    Families,"35,363",3.60%,4.60%,6.90%,7.50%,12.40%,19.50%,17.70%,15.60%,6.60%,5.80%,"68,150","85,205",,(X),37.30%,(X)
"Jackson County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jackson County, Mississippi",    Married-couple families,"24,728",1.10%,1.60%,3.50%,5.80%,10.80%,19.50%,21.00%,19.70%,9.00%,7.90%,"82,615","102,123",,(X),(X),(X)
"Jackson County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jackson County, Mississippi",    Nonfamily households,"18,515",15.00%,9.30%,18.30%,12.70%,15.10%,17.40%,7.10%,3.70%,0.50%,1.00%,"30,150","42,368",,(X),(X),34.60%
"Jackson County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jasper County, Mississippi","Jasper County, Mississippi",,,,,,,,,,,,,,,,,
"Jasper County, Mississippi",    Households,"6,616",9.10%,10.00%,15.10%,12.80%,13.00%,16.40%,11.60%,6.90%,2.30%,2.80%,"37,877","53,936",,44.30%,(X),(X)
"Jasper County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jasper County, Mississippi",    Families,"4,667",6.20%,5.90%,11.60%,13.90%,12.40%,18.00%,15.10%,9.70%,3.20%,3.90%,"49,561","64,744",,(X),41.60%,(X)
"Jasper County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jasper County, Mississippi",    Married-couple families,"2,772",2.10%,0.50%,5.70%,12.50%,13.80%,21.70%,20.10%,12.10%,4.90%,6.60%,"67,431",N,,(X),(X),(X)
"Jasper County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jasper County, Mississippi",    Nonfamily households,"1,949",18.30%,23.40%,23.20%,8.40%,12.60%,11.30%,2.80%,0.00%,0.00%,0.00%,"19,244","25,538",,(X),(X),48.30%
"Jasper County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Mississippi","Jefferson County, Mississippi",,,,,,,,,,,,,,,,,
"Jefferson County, Mississippi",    Households,"2,543",16.60%,10.10%,17.90%,9.40%,11.00%,17.10%,9.60%,6.60%,1.00%,0.70%,"29,524","44,116",,65.00%,(X),(X)
"Jefferson County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Mississippi",    Families,"1,696",10.80%,4.80%,16.90%,9.60%,9.60%,21.90%,14.30%,10.80%,0.30%,1.10%,"49,049","54,184",,(X),60.30%,(X)
"Jefferson County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Mississippi",    Married-couple families,729,0.00%,0.00%,10.80%,10.30%,10.00%,39.90%,23.00%,2.70%,0.70%,2.50%,"67,076",N,,(X),(X),(X)
"Jefferson County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Mississippi",    Nonfamily households,847,37.00%,20.80%,11.30%,9.20%,15.20%,6.00%,0.00%,0.50%,0.00%,0.00%,"14,037","20,319",,(X),(X),65.90%
"Jefferson County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson Davis County, Mississippi","Jefferson Davis County, Mississippi",,,,,,,,,,,,,,,,,
"Jefferson Davis County, Mississippi",    Households,"4,615",10.60%,11.20%,18.90%,12.00%,9.80%,12.60%,11.70%,8.90%,2.90%,1.50%,"32,214","50,207",,45.50%,(X),(X)
"Jefferson Davis County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson Davis County, Mississippi",    Families,"3,052",5.90%,3.80%,17.10%,13.60%,10.80%,16.60%,14.80%,11.00%,4.50%,1.90%,"49,291","61,299",,(X),50.80%,(X)
"Jefferson Davis County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson Davis County, Mississippi",    Married-couple families,"1,976",1.90%,3.60%,9.80%,14.30%,11.20%,20.20%,21.30%,7.90%,6.90%,3.00%,"58,073",N,,(X),(X),(X)
"Jefferson Davis County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson Davis County, Mississippi",    Nonfamily households,"1,563",19.60%,25.60%,23.20%,10.40%,7.90%,6.50%,4.00%,2.80%,0.00%,0.00%,"16,467","25,382",,(X),(X),34.20%
"Jefferson Davis County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jones County, Mississippi","Jones County, Mississippi",,,,,,,,,,,,,,,,,
"Jones County, Mississippi",    Households,"24,855",8.80%,7.60%,12.40%,12.80%,12.60%,18.00%,10.20%,11.50%,3.70%,2.30%,"43,391","61,047",,37.70%,(X),(X)
"Jones County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jones County, Mississippi",    Families,"17,407",5.90%,5.10%,9.20%,12.30%,11.60%,20.50%,12.80%,15.40%,4.50%,2.80%,"57,235","70,261",,(X),38.20%,(X)
"Jones County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jones County, Mississippi",    Married-couple families,"12,374",1.20%,2.10%,6.60%,11.30%,10.90%,23.90%,15.60%,18.60%,5.90%,3.90%,"68,121",N,,(X),(X),(X)
"Jones County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Jones County, Mississippi",    Nonfamily households,"7,448",17.50%,14.90%,18.80%,13.80%,15.30%,10.80%,3.50%,3.20%,0.90%,1.20%,"24,299","36,686",,(X),(X),36.50%
"Jones County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Kemper County, Mississippi","Kemper County, Mississippi",,,,,,,,,,,,,,,,,
"Kemper County, Mississippi",    Households,"3,757",12.60%,8.10%,23.60%,10.50%,18.70%,11.00%,6.00%,4.90%,1.70%,2.90%,"30,735","44,381",,32.70%,(X),(X)
"Kemper County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Kemper County, Mississippi",    Families,"2,310",6.50%,3.10%,26.80%,9.20%,16.30%,16.60%,8.50%,8.10%,1.00%,3.90%,"40,500","53,266",,(X),31.00%,(X)
"Kemper County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Kemper County, Mississippi",    Married-couple families,"1,367",0.00%,0.00%,15.90%,11.00%,17.80%,19.90%,13.50%,13.70%,1.60%,6.60%,"55,589",N,,(X),(X),(X)
"Kemper County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Kemper County, Mississippi",    Nonfamily households,"1,447",22.30%,16.10%,26.10%,13.10%,17.10%,2.50%,0.00%,2.60%,0.00%,0.40%,"19,489","24,829",,(X),(X),21.40%
"Kemper County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Lafayette County, Mississippi","Lafayette County, Mississippi",,,,,,,,,,,,,,,,,
"Lafayette County, Mississippi",    Households,"18,585",10.90%,4.70%,9.70%,8.50%,12.60%,18.20%,11.10%,11.70%,7.00%,5.60%,"53,318","77,990",,29.70%,(X),(X)
"Lafayette County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Lafayette County, Mississippi",    Families,"10,905",3.70%,4.40%,7.10%,8.00%,10.80%,17.60%,14.70%,14.60%,10.40%,8.70%,"71,274","100,901",,(X),33.10%,(X)
"Lafayette County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Lafayette County, Mississippi",    Married-couple families,"8,350",1.70%,1.00%,3.60%,6.00%,9.00%,19.00%,16.80%,18.70%,13.30%,11.00%,"87,117",N,,(X),(X),(X)
"Lafayette County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Lafayette County, Mississippi",    Nonfamily households,"7,680",21.60%,7.30%,13.90%,9.40%,14.60%,19.50%,5.70%,4.60%,2.30%,1.20%,"32,898","42,469",,(X),(X),24.50%
"Lafayette County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Lamar County, Mississippi","Lamar County, Mississippi",,,,,,,,,,,,,,,,,
"Lamar County, Mississippi",    Households,"22,467",8.70%,3.60%,9.00%,7.60%,11.70%,19.60%,12.00%,15.50%,5.90%,6.60%,"61,649","86,194",,31.00%,(X),(X)
"Lamar County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Lamar County, Mississippi",    Families,"16,351",6.60%,1.10%,6.50%,5.80%,11.00%,19.70%,14.20%,18.80%,7.80%,8.40%,"73,584","100,432",,(X),31.80%,(X)
"Lamar County, Mississippi",        Estimate,,,,,,,,,,,,,,,,,
"Lamar County, Mississippi",    Married-couple families,"12,525",1.80%,0.60%,4.00%,5.10%,9.40%,21.20%,16.10%,21.70%,9.40%,10.70%,"88,007",N,,(X),(X),(X)
