County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Randolph County, Missouri",    Households,"8,872",5.80%,4.90%,13.50%,12.30%,13.00%,22.50%,12.60%,11.50%,2.60%,1.30%,"50,440","59,724",,31.70%,(X),(X)
"Randolph County, Missouri",    Families,"5,844",3.50%,2.80%,9.10%,9.60%,13.70%,24.30%,16.70%,15.40%,3.60%,1.40%,"63,611","69,255",,(X),30.70%,(X)
"Randolph County, Missouri",    Married-couple families,"4,164",1.00%,0.90%,4.20%,5.60%,11.10%,27.30%,22.00%,21.30%,5.00%,1.60%,"74,903",N,,(X),(X),(X)
"Randolph County, Missouri",    Nonfamily households,"3,028",10.90%,10.00%,24.40%,17.80%,12.10%,17.70%,3.20%,2.10%,0.70%,1.10%,"28,489","37,598",,(X),(X),33.30%
"Ray County, Missouri",    Households,"8,766",4.90%,5.30%,7.80%,9.90%,11.50%,18.50%,17.00%,16.40%,5.60%,3.10%,"65,303","78,402",,38.90%,(X),(X)
"Ray County, Missouri",    Families,"6,321",2.70%,2.60%,5.20%,6.50%,9.30%,22.30%,20.20%,19.60%,7.80%,3.70%,"75,811","88,431",,(X),40.60%,(X)
"Ray County, Missouri",    Married-couple families,"4,954",1.10%,0.80%,2.30%,6.70%,9.50%,21.00%,23.10%,23.90%,9.00%,2.60%,"83,800","91,665",,(X),(X),(X)
"Ray County, Missouri",    Nonfamily households,"2,445",11.30%,14.80%,17.80%,16.00%,16.20%,11.00%,4.90%,6.50%,0.00%,1.50%,"29,770","47,633",,(X),(X),30.90%
"Reynolds County, Missouri",    Households,"2,580",6.00%,9.60%,17.20%,12.90%,14.30%,17.10%,8.50%,10.90%,2.40%,1.30%,"39,552","53,284",,41.50%,(X),(X)
"Reynolds County, Missouri",    Families,"1,819",2.90%,7.10%,9.50%,11.70%,16.40%,21.80%,11.10%,15.20%,2.70%,1.80%,"51,886","63,716",,(X),46.90%,(X)
"Reynolds County, Missouri",    Married-couple families,"1,462",2.30%,3.40%,5.00%,12.10%,18.60%,22.60%,13.50%,17.60%,2.70%,2.20%,"59,300",N,,(X),(X),(X)
"Reynolds County, Missouri",    Nonfamily households,761,14.80%,19.20%,35.70%,17.70%,5.80%,5.10%,0.70%,0.70%,0.00%,0.30%,"20,092","23,934",,(X),(X),24.20%
"Ripley County, Missouri",    Households,"4,973",9.50%,11.40%,15.70%,12.50%,11.30%,21.70%,9.10%,7.00%,0.70%,1.10%,"36,066","48,552",,28.60%,(X),(X)
"Ripley County, Missouri",    Families,"3,283",4.60%,6.30%,12.20%,10.70%,13.50%,28.80%,11.40%,9.80%,1.00%,1.60%,"50,961","59,804",,(X),27.30%,(X)
"Ripley County, Missouri",    Married-couple families,"2,515",2.30%,4.10%,13.20%,9.80%,12.00%,30.90%,12.50%,11.80%,1.30%,2.10%,"52,594",N,,(X),(X),(X)
"Ripley County, Missouri",    Nonfamily households,"1,690",20.10%,23.60%,22.00%,17.00%,7.60%,4.40%,3.90%,1.40%,0.20%,0.00%,"16,436","24,350",,(X),(X),27.50%
"St. Charles County, Missouri",    Households,"149,472",2.10%,1.80%,5.10%,5.60%,10.40%,16.70%,15.70%,22.70%,10.30%,9.60%,"87,644","106,564",,27.00%,(X),(X)
"St. Charles County, Missouri",    Families,"106,608",1.10%,1.10%,2.20%,3.20%,7.80%,15.60%,17.20%,26.60%,13.20%,12.10%,"102,422","121,063",,(X),27.30%,(X)
"St. Charles County, Missouri",    Married-couple families,"88,050",0.60%,0.50%,1.10%,2.20%,6.00%,13.70%,17.20%,29.50%,15.30%,14.00%,"112,897","131,316",,(X),(X),(X)
"St. Charles County, Missouri",    Nonfamily households,"42,864",4.90%,3.90%,12.80%,12.20%,17.60%,20.30%,11.50%,11.80%,1.90%,2.90%,"48,371","65,984",,(X),(X),25.00%
"St. Clair County, Missouri",    Households,"4,120",9.80%,6.10%,11.10%,13.80%,19.60%,17.30%,10.50%,9.70%,1.20%,1.10%,"39,000","52,360",,36.50%,(X),(X)
"St. Clair County, Missouri",    Families,"2,553",4.30%,2.00%,11.20%,8.90%,20.10%,21.70%,15.50%,13.40%,1.50%,1.40%,"53,634","63,742",,(X),33.40%,(X)
"St. Clair County, Missouri",    Married-couple families,"2,015",1.90%,1.50%,9.70%,8.60%,18.50%,21.60%,18.80%,15.70%,1.90%,1.70%,"62,606",N,,(X),(X),(X)
"St. Clair County, Missouri",    Nonfamily households,"1,567",20.10%,12.30%,12.00%,21.10%,19.80%,10.10%,2.70%,1.20%,0.30%,0.40%,"27,670","30,952",,(X),(X),34.70%
"Ste. Genevieve County, Missouri",    Households,"7,252",3.60%,3.80%,11.80%,9.00%,12.70%,15.30%,14.10%,21.90%,4.50%,3.40%,"61,746","82,973",,34.80%,(X),(X)
"Ste. Genevieve County, Missouri",    Families,"5,212",2.10%,3.60%,7.80%,6.50%,11.60%,16.00%,17.10%,26.00%,5.50%,3.80%,"80,612","93,779",,(X),34.70%,(X)
"Ste. Genevieve County, Missouri",    Married-couple families,"4,223",1.30%,2.70%,4.00%,5.70%,9.00%,16.40%,19.80%,30.30%,6.20%,4.50%,"87,253",N,,(X),(X),(X)
"Ste. Genevieve County, Missouri",    Nonfamily households,"2,040",9.00%,6.30%,24.60%,12.30%,16.00%,12.30%,6.20%,9.30%,1.80%,2.20%,"34,203","50,649",,(X),(X),31.50%
"St. Francois County, Missouri",    Households,"24,572",5.90%,6.00%,13.00%,13.50%,14.90%,18.20%,12.30%,11.60%,2.60%,1.90%,"46,307","60,528",,32.00%,(X),(X)
"St. Francois County, Missouri",    Families,"16,480",3.70%,2.60%,8.30%,10.90%,17.20%,21.40%,16.10%,14.40%,3.30%,2.30%,"57,314","70,070",,(X),34.40%,(X)
"St. Francois County, Missouri",    Married-couple families,"12,056",1.70%,1.80%,4.20%,9.20%,16.40%,24.00%,18.50%,17.20%,4.50%,2.60%,"66,833","78,838",,(X),(X),(X)
"St. Francois County, Missouri",    Nonfamily households,"8,092",12.30%,13.50%,24.10%,19.20%,10.20%,9.90%,5.10%,3.80%,0.50%,1.30%,"25,029","37,551",,(X),(X),25.40%
"St. Louis County, Missouri",    Households,"409,658",4.50%,2.70%,7.70%,8.60%,12.50%,17.60%,12.80%,15.50%,7.50%,10.50%,"68,661","102,336",,31.20%,(X),(X)
"St. Louis County, Missouri",    Families,"258,720",2.40%,1.80%,4.30%,5.80%,10.00%,16.60%,14.00%,19.90%,10.30%,14.90%,"90,540","126,300",,(X),31.90%,(X)
"St. Louis County, Missouri",    Married-couple families,"187,470",0.80%,0.60%,1.90%,3.20%,7.00%,14.40%,14.60%,24.30%,13.20%,19.90%,"112,097","151,447",,(X),(X),(X)
"St. Louis County, Missouri",    Nonfamily households,"150,938",8.70%,5.00%,13.90%,14.00%,17.20%,18.70%,10.20%,7.20%,2.50%,2.60%,"41,593","58,587",,(X),(X),29.10%
"Saline County, Missouri",    Households,"8,235",6.40%,5.80%,11.90%,13.30%,14.90%,17.70%,14.90%,9.80%,3.70%,1.60%,"47,585","61,467",,37.20%,(X),(X)
"Saline County, Missouri",    Families,"5,097",1.20%,2.80%,7.00%,11.30%,11.70%,24.60%,20.90%,13.50%,4.90%,2.20%,"63,713","76,520",,(X),36.00%,(X)
"Saline County, Missouri",    Married-couple families,"3,964",0.50%,1.70%,5.00%,8.90%,9.20%,24.40%,25.40%,16.40%,5.80%,2.80%,"75,438",N,,(X),(X),(X)
"Saline County, Missouri",    Nonfamily households,"3,138",15.20%,11.60%,21.20%,16.50%,20.70%,6.70%,3.60%,2.10%,1.70%,0.70%,"26,270","34,351",,(X),(X),39.00%
"Schuyler County, Missouri",    Households,"1,440",7.80%,6.40%,14.30%,11.70%,16.90%,23.10%,9.20%,8.60%,0.30%,1.50%,"44,420","52,483",,44.20%,(X),(X)
"Schuyler County, Missouri",    Families,904,3.50%,2.80%,7.50%,8.40%,22.30%,25.80%,13.50%,13.40%,0.60%,2.20%,"52,911","63,366",,(X),44.10%,(X)
"Schuyler County, Missouri",    Married-couple families,790,3.00%,1.60%,6.30%,8.90%,20.50%,27.20%,14.10%,15.20%,0.60%,2.50%,"53,829",N,,(X),(X),(X)
"Schuyler County, Missouri",    Nonfamily households,536,16.60%,12.50%,26.10%,17.20%,11.20%,13.60%,1.90%,0.60%,0.00%,0.40%,"22,813","32,167",,(X),(X),44.20%
"Scotland County, Missouri",    Households,"1,687",7.20%,6.40%,9.60%,12.70%,14.40%,22.20%,10.80%,7.90%,4.60%,4.10%,"47,708","70,033",,42.60%,(X),(X)
"Scotland County, Missouri",    Families,"1,148",3.10%,2.60%,4.40%,12.50%,13.10%,29.30%,12.40%,9.90%,6.70%,6.10%,"59,856","87,031",,(X),40.60%,(X)
"Scotland County, Missouri",    Married-couple families,942,1.30%,0.60%,3.50%,9.80%,13.00%,29.10%,15.10%,12.10%,8.20%,7.40%,"71,442",N,,(X),(X),(X)
"Scotland County, Missouri",    Nonfamily households,539,20.40%,12.40%,19.90%,18.90%,14.30%,6.50%,4.10%,3.50%,0.00%,0.00%,"22,042","30,636",,(X),(X),45.10%
"Scott County, Missouri",    Households,"15,342",8.20%,7.60%,13.30%,10.50%,14.20%,20.30%,9.60%,11.20%,2.90%,2.30%,"46,310","63,389",,43.20%,(X),(X)
"Scott County, Missouri",    Families,"10,054",6.40%,4.40%,11.30%,8.90%,12.00%,21.20%,12.50%,15.80%,4.10%,3.30%,"59,025","74,763",,(X),44.40%,(X)
"Scott County, Missouri",    Married-couple families,"7,069",1.50%,3.50%,5.40%,6.20%,13.00%,24.10%,16.30%,20.70%,5.00%,4.20%,"71,090","86,216",,(X),(X),(X)
"Scott County, Missouri",    Nonfamily households,"5,288",14.60%,15.00%,17.60%,13.00%,17.50%,17.00%,2.60%,1.80%,0.40%,0.50%,"27,342","38,454",,(X),(X),38.00%
"Shannon County, Missouri",    Households,"3,063",11.00%,7.30%,14.10%,15.70%,16.70%,20.30%,9.50%,3.90%,1.10%,0.40%,"36,229","44,506",,34.60%,(X),(X)
"Shannon County, Missouri",    Families,"2,254",10.10%,3.90%,9.60%,14.00%,17.50%,25.80%,12.60%,5.20%,1.20%,0.10%,"47,292","49,724",,(X),35.80%,(X)
"Shannon County, Missouri",    Married-couple families,"1,745",2.20%,3.20%,6.20%,15.10%,20.00%,31.30%,14.70%,5.60%,1.50%,0.20%,"54,543",N,,(X),(X),(X)
"Shannon County, Missouri",    Nonfamily households,809,16.80%,19.00%,23.70%,17.40%,14.60%,4.90%,1.00%,0.40%,0.90%,1.20%,"21,675","28,825",,(X),(X),27.60%
"Shelby County, Missouri",    Households,"2,485",6.90%,7.00%,13.90%,11.90%,15.90%,15.60%,15.90%,8.40%,3.20%,1.30%,"43,809","55,836",,33.60%,(X),(X)
"Shelby County, Missouri",    Families,"1,635",6.20%,2.40%,8.00%,12.00%,15.70%,18.60%,18.60%,11.70%,4.80%,2.00%,"57,621","66,565",,(X),31.50%,(X)
"Shelby County, Missouri",    Married-couple families,"1,342",5.70%,1.00%,5.90%,7.40%,15.40%,20.70%,21.80%,13.80%,5.80%,2.40%,"67,685",N,,(X),(X),(X)
"Shelby County, Missouri",    Nonfamily households,850,10.60%,16.90%,26.10%,11.90%,16.10%,8.20%,9.20%,0.70%,0.20%,0.00%,"22,185","31,941",,(X),(X),36.20%
"Stoddard County, Missouri",    Households,"11,545",8.20%,6.10%,12.30%,12.80%,16.90%,17.80%,14.40%,9.30%,1.50%,0.80%,"42,761","54,837",,30.40%,(X),(X)
"Stoddard County, Missouri",    Families,"7,582",3.20%,3.20%,10.40%,11.10%,16.80%,20.80%,19.00%,12.40%,2.10%,0.90%,"55,556","63,196",,(X),30.90%,(X)
"Stoddard County, Missouri",    Married-couple families,"5,798",0.70%,1.30%,8.70%,8.40%,16.80%,22.70%,22.20%,15.40%,2.80%,1.10%,"62,869","71,326",,(X),(X),(X)
"Stoddard County, Missouri",    Nonfamily households,"3,963",18.50%,12.30%,16.10%,19.40%,14.50%,10.10%,6.30%,2.00%,0.30%,0.50%,"25,903","36,568",,(X),(X),28.10%
"Stone County, Missouri",    Households,"12,689",5.40%,3.80%,11.90%,9.90%,16.90%,22.70%,11.00%,10.80%,4.60%,2.90%,"51,476","69,336",,34.60%,(X),(X)
"Stone County, Missouri",    Families,"8,922",3.30%,1.50%,7.60%,8.50%,17.20%,26.40%,14.60%,12.20%,5.50%,3.20%,"59,670","76,117",,(X),35.00%,(X)
"Stone County, Missouri",    Married-couple families,"7,740",2.40%,0.90%,4.90%,8.10%,17.40%,27.90%,15.90%,13.10%,6.00%,3.40%,"63,692",N,,(X),(X),(X)
"Stone County, Missouri",    Nonfamily households,"3,767",11.00%,9.50%,22.90%,13.40%,16.70%,13.30%,2.90%,7.20%,1.80%,1.50%,"30,874","50,073",,(X),(X),32.80%
"Sullivan County, Missouri",    Households,"2,218",7.30%,4.80%,11.40%,13.50%,16.10%,20.90%,13.70%,8.00%,3.10%,1.30%,"44,056","58,776",,40.30%,(X),(X)
"Sullivan County, Missouri",    Families,"1,340",4.40%,2.80%,8.90%,8.70%,17.80%,24.50%,14.20%,12.10%,4.90%,1.80%,"55,571","71,228",,(X),37.40%,(X)
"Sullivan County, Missouri",    Married-couple families,"1,084",3.70%,0.60%,6.60%,8.20%,16.20%,27.60%,16.10%,14.80%,4.10%,2.10%,"64,773",N,,(X),(X),(X)
"Sullivan County, Missouri",    Nonfamily households,878,13.60%,10.70%,17.10%,19.00%,14.50%,14.10%,8.50%,1.80%,0.20%,0.50%,"28,370","35,814",,(X),(X),44.20%
"Taney County, Missouri",    Households,"22,390",5.10%,6.70%,11.80%,12.20%,16.40%,21.20%,12.50%,9.60%,1.80%,2.80%,"47,860","60,007",,30.50%,(X),(X)
"Taney County, Missouri",    Families,"15,171",1.80%,4.00%,8.70%,9.50%,17.90%,24.60%,14.50%,12.70%,2.50%,3.90%,"54,980","70,680",,(X),32.10%,(X)
"Taney County, Missouri",    Married-couple families,"11,767",0.90%,2.30%,6.80%,8.10%,16.40%,26.80%,16.10%,14.90%,3.10%,4.60%,"59,819","77,386",,(X),(X),(X)
"Taney County, Missouri",    Nonfamily households,"7,219",12.20%,13.80%,19.60%,18.90%,15.00%,11.00%,6.60%,2.20%,0.40%,0.30%,"26,903","34,619",,(X),(X),24.60%
"Texas County, Missouri",    Households,"9,852",11.80%,7.40%,13.60%,16.30%,13.10%,14.50%,8.90%,11.00%,2.60%,0.60%,"35,758","52,173",,50.80%,(X),(X)
"Texas County, Missouri",    Families,"6,759",8.80%,3.10%,9.90%,17.00%,12.10%,18.90%,11.50%,14.40%,3.50%,0.70%,"48,888","60,577",,(X),51.90%,(X)
"Texas County, Missouri",    Married-couple families,"5,303",5.50%,3.00%,7.40%,17.90%,13.80%,20.50%,12.20%,14.80%,4.00%,0.90%,"52,810",N,,(X),(X),(X)
"Texas County, Missouri",    Nonfamily households,"3,093",24.30%,14.70%,21.30%,14.10%,14.10%,6.10%,2.50%,2.40%,0.10%,0.50%,"20,779","31,027",,(X),(X),43.60%
"Vernon County, Missouri",    Households,"8,294",6.80%,6.10%,11.80%,13.10%,16.80%,19.30%,13.50%,9.40%,2.00%,1.20%,"43,910","58,502",,36.30%,(X),(X)
"Vernon County, Missouri",    Families,"5,253",2.70%,1.80%,8.90%,12.20%,15.60%,21.90%,18.50%,14.10%,2.70%,1.60%,"58,324","71,512",,(X),38.40%,(X)
"Vernon County, Missouri",    Married-couple families,"4,252",1.60%,0.80%,7.60%,8.90%,14.60%,23.60%,21.10%,17.30%,2.70%,1.90%,"65,167",N,,(X),(X),(X)
"Vernon County, Missouri",    Nonfamily households,"3,041",13.90%,14.00%,18.80%,14.40%,18.20%,13.80%,4.60%,1.00%,0.70%,0.50%,"27,196","34,690",,(X),(X),32.70%
"Warren County, Missouri",    Households,"13,129",4.70%,2.10%,5.90%,7.90%,18.30%,19.20%,12.60%,18.60%,4.20%,6.40%,"64,735","83,977",,40.90%,(X),(X)
"Warren County, Missouri",    Families,"10,040",4.30%,1.90%,3.20%,6.10%,16.80%,19.70%,13.00%,21.80%,5.20%,8.00%,"72,525","92,908",,(X),42.00%,(X)
"Warren County, Missouri",    Married-couple families,"8,023",0.30%,0.70%,1.30%,4.60%,17.30%,19.50%,15.70%,24.40%,6.50%,9.70%,"84,133",N,,(X),(X),(X)
"Warren County, Missouri",    Nonfamily households,"3,089",9.80%,4.80%,17.90%,9.30%,23.70%,18.40%,7.60%,6.30%,0.70%,1.50%,"41,286","47,412",,(X),(X),33.20%
"Washington County, Missouri",    Households,"9,278",8.20%,7.00%,14.30%,12.00%,14.70%,21.60%,10.00%,7.60%,2.30%,2.20%,"42,849","62,264",,39.00%,(X),(X)
"Washington County, Missouri",    Families,"6,320",4.60%,5.90%,11.60%,14.20%,12.00%,22.60%,12.70%,11.60%,2.60%,2.20%,"51,662","63,550",,(X),35.30%,(X)
"Washington County, Missouri",    Married-couple families,"4,798",2.50%,3.70%,11.80%,12.90%,11.80%,22.40%,16.70%,11.90%,3.40%,2.90%,"56,154",N,,(X),(X),(X)
"Washington County, Missouri",    Nonfamily households,"2,958",17.30%,9.40%,21.60%,8.40%,20.00%,16.90%,3.20%,0.60%,0.20%,2.40%,"26,690","56,998",,(X),(X),43.90%
"Wayne County, Missouri",    Households,"5,438",12.60%,6.10%,11.90%,17.50%,18.30%,16.20%,7.90%,6.80%,2.20%,0.60%,"38,018","49,165",,43.20%,(X),(X)
"Wayne County, Missouri",    Families,"3,428",3.90%,3.50%,8.70%,15.50%,23.10%,21.30%,10.40%,10.00%,3.10%,0.40%,"46,321","59,091",,(X),48.30%,(X)
"Wayne County, Missouri",    Married-couple families,"2,826",4.00%,1.30%,7.10%,12.00%,24.00%,24.50%,10.90%,12.00%,3.80%,0.50%,"51,222",N,,(X),(X),(X)
"Wayne County, Missouri",    Nonfamily households,"2,010",27.60%,12.90%,17.80%,20.60%,9.30%,6.00%,4.10%,0.90%,0.00%,0.80%,"19,640","29,980",,(X),(X),34.50%
"Webster County, Missouri",    Households,"13,697",3.40%,5.30%,10.80%,9.60%,15.60%,21.70%,13.80%,14.10%,3.00%,2.60%,"55,827","67,669",,34.20%,(X),(X)
"Webster County, Missouri",    Families,"9,905",2.30%,3.00%,8.20%,10.40%,15.20%,20.80%,16.20%,17.10%,3.60%,3.10%,"61,141","74,022",,(X),33.30%,(X)
"Webster County, Missouri",    Married-couple families,"8,246",1.20%,1.80%,6.40%,8.70%,14.70%,21.30%,18.50%,19.80%,4.40%,3.30%,"68,199","80,281",,(X),(X),(X)
"Webster County, Missouri",    Nonfamily households,"3,792",7.10%,12.50%,17.50%,10.00%,17.10%,20.80%,7.90%,5.70%,0.50%,0.90%,"37,313","47,486",,(X),(X),33.00%
"Worth County, Missouri",    Households,808,8.30%,4.80%,14.40%,12.90%,10.60%,17.90%,13.40%,12.90%,2.10%,2.70%,"47,500","60,363",,42.90%,(X),(X)
"Worth County, Missouri",    Families,537,5.20%,1.10%,10.20%,13.00%,11.20%,21.20%,14.50%,16.60%,2.80%,4.10%,"59,837","71,180",,(X),40.40%,(X)
"Worth County, Missouri",    Married-couple families,444,2.70%,1.40%,4.10%,10.10%,11.50%,24.80%,17.10%,20.00%,3.40%,5.00%,"64,565",N,,(X),(X),(X)
"Worth County, Missouri",    Nonfamily households,271,16.60%,12.20%,20.30%,13.70%,10.70%,9.20%,11.10%,5.50%,0.70%,0.00%,"25,893","37,876",,(X),(X),46.90%
"Wright County, Missouri",    Households,"6,977",10.90%,4.50%,17.00%,15.00%,19.70%,16.10%,8.20%,6.80%,0.90%,0.80%,"36,711","46,592",,48.10%,(X),(X)
"Wright County, Missouri",    Families,"4,723",5.90%,2.40%,12.30%,17.40%,22.40%,17.20%,11.10%,8.90%,1.40%,1.10%,"41,773","54,942",,(X),49.60%,(X)
"Wright County, Missouri",    Married-couple families,"3,648",3.00%,1.50%,7.00%,18.30%,22.00%,19.60%,13.80%,11.60%,1.80%,1.30%,"48,341",N,,(X),(X),(X)
"Wright County, Missouri",    Nonfamily households,"2,254",21.60%,10.00%,26.40%,10.40%,18.90%,11.50%,0.30%,0.50%,0.00%,0.40%,"23,140","26,204",,(X),(X),42.40%
"St. Louis city, Missouri",    Households,"143,566",11.00%,6.80%,10.80%,11.20%,13.50%,17.30%,10.40%,10.80%,4.00%,4.10%,"45,782","65,863",,38.90%,(X),(X)
"St. Louis city, Missouri",    Families,"64,848",6.10%,3.90%,9.20%,9.50%,12.90%,16.90%,13.40%,14.80%,6.50%,6.80%,"60,978","84,078",,(X),44.20%,(X)
"St. Louis city, Missouri",    Married-couple families,"36,490",1.40%,1.30%,4.60%,6.20%,9.60%,16.40%,16.40%,22.50%,10.30%,11.30%,"91,587","113,393",,(X),(X),(X)
"St. Louis city, Missouri",    Nonfamily households,"78,718",15.50%,9.50%,12.50%,13.00%,14.20%,16.90%,7.70%,7.30%,1.80%,1.60%,"34,523","49,031",,(X),(X),33.90%
"Beaverhead County, Montana",    Households,"4,203",7.80%,8.70%,11.50%,10.90%,13.90%,17.10%,11.60%,9.80%,4.50%,4.20%,"45,819","65,239",,31.70%,(X),(X)
"Beaverhead County, Montana",    Families,"2,458",2.10%,1.80%,6.70%,10.00%,15.90%,19.10%,17.20%,14.60%,6.00%,6.60%,"69,500","85,562",,(X),35.50%,(X)
"Beaverhead County, Montana",    Married-couple families,"2,104",1.70%,1.60%,4.30%,4.90%,15.50%,21.00%,20.10%,16.80%,6.50%,7.70%,"75,861",N,,(X),(X),(X)
"Beaverhead County, Montana",    Nonfamily households,"1,745",15.80%,18.30%,18.20%,12.40%,11.10%,14.40%,3.30%,3.20%,2.30%,0.90%,"24,141","36,247",,(X),(X),26.30%
"Big Horn County, Montana",    Households,"3,622",4.90%,7.40%,14.50%,9.70%,15.70%,15.00%,14.30%,12.30%,2.90%,3.40%,"48,273","64,288",,59.90%,(X),(X)
"Big Horn County, Montana",    Families,"2,654",6.20%,2.80%,12.00%,10.70%,13.70%,16.30%,15.00%,14.90%,4.00%,4.50%,"57,218","71,981",,(X),63.00%,(X)
"Big Horn County, Montana",    Married-couple families,"1,804",2.10%,0.80%,8.60%,8.00%,13.90%,15.70%,19.00%,20.10%,5.70%,6.20%,"75,867",N,,(X),(X),(X)
"Big Horn County, Montana",    Nonfamily households,968,7.30%,17.70%,21.80%,11.40%,20.50%,9.10%,6.90%,5.00%,0.00%,0.40%,"26,722","37,334",,(X),(X),51.40%
"Blaine County, Montana",    Households,"2,399",10.20%,6.70%,13.30%,10.70%,13.00%,21.70%,7.60%,9.70%,6.10%,1.00%,"45,361","56,647",,43.20%,(X),(X)
"Blaine County, Montana",    Families,"1,589",8.60%,5.50%,11.50%,8.50%,12.10%,20.70%,9.10%,13.70%,8.90%,1.50%,"54,099","66,662",,(X),49.40%,(X)
"Blaine County, Montana",    Married-couple families,994,2.20%,3.30%,10.00%,8.50%,8.70%,26.00%,12.60%,16.80%,9.70%,2.40%,"65,855",N,,(X),(X),(X)
"Blaine County, Montana",    Nonfamily households,810,15.60%,7.70%,19.40%,12.60%,16.30%,21.90%,4.20%,1.90%,0.60%,0.00%,"29,375","35,684",,(X),(X),27.70%
"Broadwater County, Montana",    Households,"2,436",4.00%,2.60%,9.40%,12.60%,16.10%,23.50%,11.00%,14.50%,3.50%,2.80%,"57,723","73,091",,25.00%,(X),(X)
"Broadwater County, Montana",    Families,"1,512",2.10%,0.90%,3.70%,18.00%,10.30%,18.80%,17.60%,20.40%,5.40%,2.80%,"71,653","87,950",,(X),24.30%,(X)
"Broadwater County, Montana",    Married-couple families,"1,258",0.70%,0.60%,2.00%,16.60%,11.40%,19.20%,16.30%,24.50%,6.40%,2.20%,"74,539",N,,(X),(X),(X)
"Broadwater County, Montana",    Nonfamily households,924,7.00%,6.20%,18.80%,6.70%,22.10%,31.20%,1.40%,3.60%,0.40%,2.60%,"41,298","47,410",,(X),(X),25.40%
"Carbon County, Montana",    Households,"4,524",3.50%,4.80%,8.50%,12.00%,11.90%,19.70%,16.00%,13.70%,4.70%,5.10%,"61,209","76,171",,36.80%,(X),(X)
"Carbon County, Montana",    Families,"2,801",1.20%,1.50%,5.70%,7.90%,12.80%,19.70%,20.70%,17.10%,6.10%,7.30%,"77,587","90,253",,(X),40.20%,(X)
"Carbon County, Montana",    Married-couple families,"2,406",0.80%,0.90%,5.40%,7.40%,12.10%,18.50%,21.30%,19.10%,6.30%,8.30%,"80,611",N,,(X),(X),(X)
"Carbon County, Montana",    Nonfamily households,"1,723",8.00%,10.20%,13.20%,18.20%,10.40%,20.70%,7.80%,8.40%,2.30%,1.00%,"35,792","51,839",,(X),(X),30.20%
"Carter County, Montana",    Households,650,3.70%,10.00%,15.10%,12.00%,13.10%,18.00%,15.70%,6.80%,3.50%,2.20%,"42,300","58,365",,41.20%,(X),(X)
"Carter County, Montana",    Families,390,0.50%,4.10%,7.20%,10.50%,19.20%,22.10%,18.50%,9.50%,4.90%,3.60%,"56,250","73,540",,(X),49.50%,(X)
"Carter County, Montana",    Married-couple families,354,0.00%,4.50%,7.10%,10.20%,17.80%,21.50%,20.30%,9.30%,5.40%,4.00%,"61,944",N,,(X),(X),(X)
"Carter County, Montana",    Nonfamily households,260,8.50%,18.80%,26.90%,16.20%,4.60%,9.20%,11.50%,2.70%,1.50%,0.00%,"23,472","34,604",,(X),(X),28.80%
"Cascade County, Montana",    Households,"34,440",6.80%,5.10%,10.50%,11.40%,14.10%,19.60%,12.10%,12.50%,4.30%,3.40%,"52,049","70,038",,30.90%,(X),(X)
"Cascade County, Montana",    Families,"20,933",2.90%,3.30%,6.50%,8.90%,13.90%,20.20%,15.70%,17.80%,5.80%,5.00%,"67,789","86,127",,(X),29.60%,(X)
"Cascade County, Montana",    Married-couple families,"15,731",0.50%,1.70%,4.00%,6.70%,11.80%,21.90%,17.20%,22.00%,7.60%,6.50%,"79,428","99,766",,(X),(X),(X)
"Cascade County, Montana",    Nonfamily households,"13,507",13.80%,8.30%,17.00%,16.30%,15.00%,16.90%,6.40%,3.80%,1.70%,0.80%,"31,734","42,874",,(X),(X),31.50%
"Chouteau County, Montana",    Households,"2,301",5.50%,5.30%,11.30%,14.10%,18.50%,17.60%,9.90%,10.90%,4.10%,2.70%,"45,707","62,457",,28.90%,(X),(X)
"Chouteau County, Montana",    Families,"1,584",4.40%,1.60%,7.20%,14.90%,14.80%,21.70%,12.50%,13.40%,5.80%,3.70%,"58,750","72,056",,(X),29.90%,(X)
